map_creation_id,M0,M1,M2,M3,M4,M5,M6
1513851964947.643,8.4146567,5.5637747,1.227268,9.121817,8.4511463,1.913927,3.9655873
1513851964945.894,4.1005426,0.8842751,5.388945,1.464521,0.0551594,4.740703,6.5711621
1513851964947.593,4.6726153,0.7725115,6.344291,5.452866,7.8644341,7.651297,2.0611397
1513851964949.106,8.6804702,8.4464271,4.182483,4.628162,8.0761931,7.033953,4.5442787
1513851964946.877,9.0949467,7.9374201,5.166362,0.197476,7.0509850,4.398646,9.2836991
1513851964945.481,5.0627089,3.0705307,3.802199,3.245910,6.5149634,6.443621,8.0397715
1513851964946.167,6.6844550,6.9335026,0.666547,4.936879,8.1638578,6.731977,6.2782376
1513851964949.633,6.8043150,3.2300716,7.772780,7.226226,5.2095018,2.863735,8.0086846
1513851964948.208,2.4384878,8.4519702,0.292473,8.795241,5.6356868,5.192622,5.1687458
1513851964948.546,9.3096278,2.7808965,7.441241,7.980597,6.4115175,5.762965,0.3121788
1513851964948.963,3.9796440,8.7343125,0.114791,8.968443,0.0791767,1.185195,8.8572917
1513851964947.635,6.0933938,3.1826601,4.822550,6.733930,0.2023548,6.544237,2.5909757
1513851964948.262,0.3964594,2.5375094,2.377985,2.853908,8.5618110,0.326692,8.7519132
1513851964945.578,4.8237089,5.7886686,3.420396,5.659966,5.0490595,0.323902,4.1921854
1513851964946.328,7.2433366,1.6502349,8.626935,5.533622,7.1370144,7.261553,9.0735825
1513851964948.009,3.3376363,3.4649463,7.649306,9.615772,0.2349172,3.669150,8.5564379
1513851964945.886,6.3136344,9.4507348,6.060246,4.270284,2.4735099,8.830166,7.3554321
1513851964947.508,1.6736618,6.5663117,6.479712,4.986438,4.0445100,2.485352,0.0075326
1513851964945.965,7.0916793,1.6462811,2.333837,8.035243,9.1178548,8.180734,2.3904221
1513851964949.385,6.5380556,2.5252378,8.445158,4.047599,4.8110762,6.185588,3.9198710
1513851964948.308,2.1191448,4.9000255,2.504023,3.554763,3.4772855,0.354841,8.2820546
1513851964948.638,1.8684259,5.6871808,1.699793,0.946052,9.4210183,0.554507,1.9686431
1513851964947.417,3.7829448,3.9680939,1.083429,2.809382,6.7070941,7.838551,7.6456940
1513851964949.449,4.9094456,6.8267584,6.730240,6.343635,3.3353389,3.442274,9.9551270
1513851964945.724,8.9542098,5.1256804,6.550119,4.665122,1.5557775,0.937772,0.2752998
1513851964945.374,0.7314447,0.2304603,5.292412,8.434694,5.4010501,8.498038,3.4605092
1513851964948.998,8.6627322,3.7755585,4.144722,5.211960,4.8470009,8.368396,7.7899893
1513851964948.963,3.9796440,8.7343125,0.114791,8.968443,0.0791767,1.185195,8.8572917
1513851964946.319,0.9463836,6.5100808,7.136276,2.978280,1.0010100,2.813051,4.3536416
1513851964946.962,7.9296577,0.8795448,1.647876,8.739200,3.8606581,7.436667,0.6381127
1513851964946.670,0.7068248,2.0795458,4.018020,4.139085,6.0252159,0.113023,8.4481907
1513851964945.407,9.5406878,8.5005534,2.248285,7.533951,6.4250475,4.876309,4.5306136
1513851964945.996,0.5862199,0.3832812,6.956008,8.198745,2.9019256,1.350236,2.6543115
1513851964946.519,7.6477107,4.2029127,6.064474,1.429638,9.5112370,8.142178,7.6906143
1513851964947.316,3.6259455,7.6478954,8.000489,2.280040,1.6846178,1.271000,7.8137987
1513851964946.452,5.6303828,5.6286027,1.934330,4.144313,8.9970366,5.431381,8.2326973
1513851964946.419,7.0061462,7.7735728,6.199142,3.204695,2.5545847,1.670972,0.5016686
1513851964948.595,7.0591262,2.6262501,5.690976,5.647693,6.2578534,0.635945,6.6378661
1513851964946.728,5.0331752,7.1666611,9.478975,1.958296,2.1699273,5.410478,6.8104479
1513851964946.127,6.2963124,7.4119802,3.787421,2.504475,2.9932216,9.562077,0.9267828
1513851964946.217,2.9030044,3.7567772,4.050076,7.025888,6.6210757,6.767380,8.0199682
1513851964946.286,1.4264231,3.7942159,8.785187,8.399706,6.3118563,0.816466,8.2226288
1513851964949.615,5.6228049,4.3139190,2.870148,4.689318,9.1395003,8.625365,5.1169303
1513851964946.120,2.5342736,0.0225862,1.875974,2.661162,6.4804160,9.142612,1.3004691
1513851964946.435,4.3200446,7.9981613,3.831361,0.089594,4.9461090,7.924773,3.3930158
1513851964945.877,3.4291524,8.9539627,7.648909,8.297878,8.4037348,6.006969,4.4391081
1513851964945.779,8.9254574,0.6627153,7.585793,8.939467,6.8015292,3.359286,9.7668082
1513851964947.484,1.1058171,7.4282490,9.995356,1.444805,1.6470094,8.249074,4.5264159
1513851964948.663,2.8464667,1.2290140,9.816036,0.157537,4.1860694,2.033766,3.4960583
1513851964948.868,4.1080983,4.8552537,2.587132,5.410280,0.2718276,8.873136,3.5633251
1513851964946.996,0.6116853,6.7781675,0.426539,6.469514,5.8081372,9.292359,2.3407991
1513851964947.784,2.9254933,7.9418985,4.531699,0.332885,8.3596375,1.376152,0.3097249
1513851964945.490,4.8994324,0.1341999,6.487086,4.284124,7.4209950,4.860730,9.9861125
1513851964948.646,9.3997146,4.0413118,3.085152,3.673198,4.0006090,1.534994,3.2595787
1513851964946.225,4.9299323,9.2540129,4.208728,5.619093,3.3185458,0.894423,9.7661998
1513851964947.784,2.9254933,7.9418985,4.531699,0.332885,8.3596375,1.376152,0.3097249
1513851964946.544,0.3645699,4.6335694,8.821601,6.441447,0.9048899,4.782123,2.6956739
1513851964948.752,8.5064592,8.5859726,2.006910,8.093215,4.5961115,3.399021,3.1969693
1513851964947.492,7.4801143,8.8819212,6.751398,4.593923,0.7117463,3.652858,8.7589523
1513851964947.873,3.1445957,2.3249510,3.685122,0.764675,9.9124584,0.881086,0.3959029
1513851964945.441,5.8398798,2.8213924,6.165476,8.452197,5.9682832,6.824857,1.1852937
1513851964945.779,8.9254574,0.6627153,7.585793,8.939467,6.8015292,3.359286,9.7668082
1513851964947.957,3.9019341,5.5233560,9.360016,8.367101,0.6784714,9.278590,3.8422599
1513851964948.189,1.3269908,7.0243570,5.003460,4.755836,2.5387209,6.971958,0.2561493
1513851964948.835,8.6553585,1.6599817,0.432901,7.944678,4.5453017,9.741865,7.8034365
1513851964948.554,4.9983132,8.8199582,2.647318,2.638083,6.4068330,8.857004,9.9108947
1513851964947.170,8.0654119,1.0909959,7.136410,1.410762,5.1179393,2.339867,7.3449154
1513851964945.741,8.1854633,8.8992411,5.519204,5.670065,2.0638326,4.208718,1.7650800
1513851964947.975,3.5183028,0.2354985,8.659953,5.044521,3.2612210,1.912080,6.9778269
1513851964948.129,4.0930144,3.0476654,0.243436,9.901825,4.0696087,0.904288,5.3043228
1513851964945.490,4.8994324,0.1341999,6.487086,4.284124,7.4209950,4.860730,9.9861125
1513851964949.385,6.5380556,2.5252378,8.445158,4.047599,4.8110762,6.185588,3.9198710
1513851964945.313,2.9373961,1.7843038,2.061149,6.658256,9.5439467,0.599908,4.2584924
1513851964946.694,7.5209226,3.2977872,6.943977,0.983424,6.6500308,1.973026,6.3911398
1513851964947.179,5.4756702,0.7610588,7.493815,1.858791,3.5095298,9.277479,0.0315733
1513851964948.611,2.1528439,8.2136964,2.921149,1.798045,0.5816873,5.500885,5.4717325
1513851964947.409,1.7328669,6.6239356,2.460580,9.942201,1.7402850,1.836954,0.4659992
1513851964945.933,4.4132966,0.2997213,9.664857,0.887099,8.9539418,1.842144,9.4962226
1513851964947.540,2.7934988,1.8697739,8.505625,5.432783,0.5877277,5.585228,9.5126283
1513851964945.521,8.4174622,7.8186000,5.192169,3.055077,8.2138293,0.215398,5.4795749
1513851964947.040,0.4215812,2.9536949,2.113182,3.606039,0.0052963,9.407362,7.7745997
1513851964947.425,6.3652501,0.4921820,0.125000,5.880377,3.2778154,5.360020,9.4475965
1513851964948.945,9.7840129,2.5215240,2.054642,5.563721,5.0179663,8.036153,5.0001591
1513851964947.833,1.9996951,5.8324723,8.515702,9.753707,8.3464491,8.559414,6.4448722
1513851964947.900,7.0896032,0.1410760,5.238526,7.330744,8.1303023,2.270436,2.8006511
1513851964946.817,5.6319803,0.4042283,8.683761,5.954719,9.8587351,6.828472,6.4595207
1513851964946.251,4.3814895,4.1620620,6.763040,4.688089,2.1583492,7.570594,4.4240385
1513851964945.611,3.8841803,4.5134712,8.065880,1.537602,0.4148228,9.923113,9.1838291
1513851964946.595,2.7789084,2.0031831,6.691939,6.647828,0.4754890,7.522479,8.3896099
1513851964945.989,9.0191012,6.1887406,5.027748,8.876827,6.3432872,9.919930,2.1087827
1513851964947.234,8.4199405,7.2235857,8.028337,4.964270,5.7868414,6.322376,9.2434459
1513851964946.911,7.0392527,5.2211625,9.951046,2.318215,0.8358091,1.534821,2.1907398
1513851964949.513,6.8617617,6.6571702,7.147895,5.338898,5.7907462,5.444891,9.4569933
1513851964947.508,1.6736618,6.5663117,6.479712,4.986438,4.0445100,2.485352,0.0075326
1513851964948.444,3.1050057,8.8253916,5.773428,1.148104,6.4104063,4.895858,4.2772731
1513851964946.053,5.3936881,3.3705887,4.781077,1.627134,9.9449170,7.998536,3.0663096
1513851964948.678,4.7192304,7.1666064,1.101150,1.946184,5.6161703,9.253560,2.8759121
1513851964945.595,4.6002591,7.9109750,9.397140,9.187932,8.0522348,0.732433,8.8517818
1513851964945.819,9.1371096,2.7781047,7.976877,1.423102,7.7900195,8.552102,2.0566968
1513851964945.926,3.2064501,5.4728113,2.948011,9.917290,1.3151588,0.661151,7.5899203
1513851964948.216,0.1197476,5.5214646,9.389569,0.877001,8.1978944,9.905184,4.6666024
1513851964949.191,4.6009885,0.4847973,9.928415,0.071799,5.8871731,6.858314,6.7966374
1513851964946.053,5.3936881,3.3705887,4.781077,1.627134,9.9449170,7.998536,3.0663096
1513851964948.062,6.9418738,2.4943906,9.529779,6.514023,5.2635020,1.217131,6.0823343
1513851964949.040,3.8629161,1.1641890,9.112859,8.600373,2.3165439,5.063249,5.2349329
1513851964947.013,4.8711736,9.0646307,5.860284,8.295150,0.6202966,3.560584,7.7274561
1513851964948.390,3.7549937,6.3885978,5.116453,3.455792,8.6845677,3.293601,5.9133488
1513851964948.090,5.0706230,4.9497808,4.686588,6.887489,2.8585617,5.845824,8.6391514
1513851964948.299,6.2637960,5.7190473,1.651455,4.847763,0.4322453,2.928881,4.4922842
1513851964948.189,1.3269908,7.0243570,5.003460,4.755836,2.5387209,6.971958,0.2561493
1513851964946.225,4.9299323,9.2540129,4.208728,5.619093,3.3185458,0.894423,9.7661998
1513851964946.319,0.9463836,6.5100808,7.136276,2.978280,1.0010100,2.813051,4.3536416
1513851964946.319,0.9463836,6.5100808,7.136276,2.978280,1.0010100,2.813051,4.3536416
1513851964946.286,1.4264231,3.7942159,8.785187,8.399706,6.3118563,0.816466,8.2226288
1513851964946.395,1.8365602,1.2659076,1.783350,9.431470,0.9040992,2.563100,9.2576232
1513851964948.735,3.8123226,2.3190848,8.234931,7.915891,9.8021613,0.677370,7.2627461
1513851964945.374,0.7314447,0.2304603,5.292412,8.434694,5.4010501,8.498038,3.4605092
1513851964946.801,2.1243162,5.9679171,4.705204,4.165125,3.3730225,8.598679,0.6731488
1513851964947.492,7.4801143,8.8819212,6.751398,4.593923,0.7117463,3.652858,8.7589523
1513851964947.891,8.5772065,0.7158559,3.911033,1.851015,2.9581556,2.873384,0.2950448
1513851964947.857,9.1536073,7.9165115,2.611793,5.157688,3.3799267,9.336784,5.5584753
1513851964945.433,9.7105566,7.3118243,0.958579,2.794728,4.2418465,0.658352,3.9792007
1513851964947.826,2.0719408,6.7589825,5.223428,7.976249,9.3385690,2.676087,1.9517681
1513851964948.062,6.9418738,2.4943906,9.529779,6.514023,5.2635020,1.217131,6.0823343
1513851964947.957,3.9019341,5.5233560,9.360016,8.367101,0.6784714,9.278590,3.8422599
1513851964948.777,0.2540283,2.7985827,9.172917,1.386439,3.3097096,0.894526,4.8443133
1513851964947.500,1.1890385,2.7400015,5.386202,7.782844,4.7319041,2.707068,1.0167574
1513851964948.343,1.5267780,9.0706532,3.827055,7.543996,6.5202990,5.751708,4.0863957
1513851964946.183,9.7563240,2.2443710,9.964351,1.151354,1.1158949,8.090247,3.2775715
1513851964947.450,9.9892388,7.4018044,7.430495,8.399778,1.6687565,7.403411,5.5891742
1513851964946.175,2.1211368,0.2008967,4.678142,6.469731,1.7543234,5.103576,0.2400103
1513851964945.349,7.2440589,0.2595404,6.642772,8.351497,8.5895192,0.086244,1.7306030
1513851964949.224,7.4470660,6.2281503,4.722259,7.612746,3.4693465,6.447347,0.5577074
1513851964947.628,8.8736003,1.4109817,7.814826,1.455746,5.6399001,4.602000,3.5110819
1513851964948.571,7.1416064,9.3639526,1.422525,8.562524,2.4074779,9.873926,7.4750863
1513851964946.761,2.4103639,7.7362347,2.680239,2.850115,6.8863393,1.329488,0.2505452
1513851964945.570,6.5452202,4.2931419,3.585876,7.669572,7.1180981,4.265531,5.4376772
1513851964945.635,2.4217109,1.3617354,2.980389,8.803670,4.5525154,9.413277,0.6539223
1513851964948.801,0.0771582,2.0618210,4.263183,2.798135,3.6616248,8.703652,4.9353291
1513851964946.485,1.6880304,2.5692564,9.865721,8.421105,1.5226577,7.714655,7.6182050
1513851964949.432,3.3907660,5.0420025,2.420268,3.405722,8.0592577,0.054080,8.2613033
1513851964948.768,2.2129061,9.3041172,7.385124,8.466150,8.5544788,1.090713,9.0550673
1513851964946.319,0.9463836,6.5100808,7.136276,2.978280,1.0010100,2.813051,4.3536416
1513851964945.561,8.7799593,3.8908485,4.458725,6.458521,7.9027764,4.006683,4.8846531
1513851964948.894,2.5487025,8.2831685,4.438544,8.799681,5.2631716,0.443740,9.2110857
1513851964946.086,7.6543771,4.4973644,7.923200,3.358887,9.4041666,3.077643,7.7905021
1513851964947.358,3.6791205,1.4441632,5.115039,0.553054,8.4324065,6.422897,8.8615535
1513851964946.286,1.4264231,3.7942159,8.785187,8.399706,6.3118563,0.816466,8.2226288
1513851964947.148,7.7173253,8.1708838,7.635444,9.557412,1.7127955,5.221497,8.7936648
1513851964946.143,5.3244590,7.3728381,0.429237,9.254758,6.0857665,6.147324,7.2372373
1513851964946.679,1.5895017,2.9366419,2.445494,7.985028,5.3752250,8.024359,2.5948779
1513851964945.724,8.9542098,5.1256804,6.550119,4.665122,1.5557775,0.937772,0.2752998
1513851964949.098,5.0031364,6.2751152,7.216553,1.632578,5.7859454,8.984960,3.5031699
1513851964949.115,1.1014173,5.0722863,9.935761,8.058848,9.2782797,3.779925,8.3172228
1513851964946.427,2.7642736,1.4238203,8.236714,3.578424,2.4227664,0.445637,3.3137562
1513851964946.595,2.7789084,2.0031831,6.691939,6.647828,0.4754890,7.522479,8.3896099
1513851964948.563,9.8913082,9.1881931,5.142905,7.381046,9.8099044,8.923813,0.0715498
1513851964946.611,7.7999980,6.7915282,8.765047,8.822475,4.5704890,5.833394,7.0177190
1513851964946.710,6.1149230,3.6879119,4.941188,6.594909,1.7057172,5.483565,3.2762646
1513851964946.269,9.1131517,6.0662875,3.447950,4.347518,6.9086603,5.284900,0.7807236
1513851964948.638,1.8684259,5.6871808,1.699793,0.946052,9.4210183,0.554507,1.9686431
1513851964947.433,6.0710234,1.5691010,1.734811,6.787020,2.0781829,8.363109,6.9724195
1513851964945.794,5.6098388,4.1091923,4.388301,6.674067,2.7982661,5.963094,4.9412019
1513851964948.090,5.0706230,4.9497808,4.686588,6.887489,2.8585617,5.845824,8.6391514
1513851964947.179,5.4756702,0.7610588,7.493815,1.858791,3.5095298,9.277479,0.0315733
1513851964948.453,2.3694037,6.0082774,9.148734,8.672975,6.2517764,1.502350,7.9163081
1513851964946.937,3.9068443,1.5925826,3.592598,1.025717,4.0140479,9.118916,2.7867822
1513851964949.642,8.4879339,0.8286050,1.374886,0.780259,0.8746522,4.225217,2.3468549
1513851964947.023,5.1789963,7.0955874,0.890070,2.908093,7.1447099,5.258701,4.5368172
1513851964949.233,9.0079862,4.0650357,3.932423,3.276883,5.4247586,5.370656,3.5729780
1513851964948.000,6.8822648,2.9655384,9.820370,9.009071,3.4223956,0.022641,0.4958850
1513851964946.419,7.0061462,7.7735728,6.199142,3.204695,2.5545847,1.670972,0.5016686
1513851964945.786,7.4333406,2.0026388,9.023320,5.537589,0.1387039,6.030856,2.5558838
1513851964947.316,3.6259455,7.6478954,8.000489,2.280040,1.6846178,1.271000,7.8137987
1513851964948.290,7.3453054,0.2799444,0.710267,1.305005,6.7108055,4.124295,9.9306220
1513851964946.443,0.1281592,4.8129574,8.923739,1.945058,2.1892868,7.877303,2.7345289
1513851964947.056,9.4012063,5.5003373,9.457389,8.903894,2.2830455,2.422263,4.5555794
1513851964945.902,3.4569406,8.9475515,2.059698,6.481828,9.0998499,7.542297,6.4855636
1513851964945.586,9.7102980,5.9378121,1.770935,8.362882,8.9237059,0.502791,3.7562842
1513851964947.941,7.4910531,6.2118960,9.841356,8.359527,5.5473013,1.022450,9.6143944
1513851964947.056,9.4012063,5.5003373,9.457389,8.903894,2.2830455,2.422263,4.5555794
1513851964948.371,4.1557449,2.4532622,5.739517,9.161430,9.6504275,8.356300,6.1560088
1513851964945.358,9.0609215,1.1073524,6.014171,5.349581,2.0134467,9.371546,7.4696111
1513851964948.678,4.7192304,7.1666064,1.101150,1.946184,5.6161703,9.253560,2.8759121
1513851964947.392,8.3838154,1.2138485,3.982671,5.946973,8.2776023,6.924228,7.3632579
1513851964946.710,6.1149230,3.6879119,4.941188,6.594909,1.7057172,5.483565,3.2762646
1513851964946.208,3.9912369,3.4648731,4.398148,2.248394,1.5670965,7.040221,9.0613422
1513851964949.115,1.1014173,5.0722863,9.935761,8.058848,9.2782797,3.779925,8.3172228
1513851964947.809,8.0975251,1.1857984,6.174764,1.958467,0.3016911,1.695833,4.5835212
1513851964947.714,4.3828563,4.6447518,6.857988,5.247972,7.2287721,8.344680,7.4571260
1513851964947.941,7.4910531,6.2118960,9.841356,8.359527,5.5473013,1.022450,9.6143944
1513851964947.031,0.3691764,7.9748347,1.970831,7.455295,3.5415078,0.802609,1.6917430
1513851964945.989,9.0191012,6.1887406,5.027748,8.876827,6.3432872,9.919930,2.1087827
1513851964947.691,7.3302426,0.4581195,3.077983,7.108451,6.0034323,6.035850,4.6661633
